ID,WIKI_PAGE,Health_Issues
79a52ffc75b1bde2ba4d4b8186fd4333,Constance_Zimmer,No relevant section found
7775758d5c615fd63a6afcbab654b6b6,George_Zimmer,No relevant section found
d2a6774614c73703e668eb204e2f4582,Hans_Zimmer,No relevant section found
e93dcade158dcf84c243e3122005751f,Kim_Zimmer,No relevant section found
2e227c178175f6c841ff7239f1ff0174,Richard_Zimmer,No relevant section found
33472ee79f9741a68d2758b04f8e513d,Robert_J._Zimmer,No relevant section found
e84d6e72f8cc4e9b0f159a3ef9e693bc,Gary_Zimmerman,No relevant section found
e6d93e107f09fdf1c7d5f94f971933c0,George_Zimmerman,No relevant section found
b777c9e0991a3fee4791ad86d9dec5aa,Michael_Zimmerman_(jurist),No relevant section found
3bb924ea50a530b999433c31c0784abb,Phil_Zimmermann,No relevant section found
11cfb89dc9d1a8f328ee3169be9121b7,Nancy_L._Zimpher,No relevant section found
daf5aa16f4687d1c2a52658b69bcde38,Rolf_M._Zinkernagel,No relevant section found
30eeb00b3cdc0f4176f4cbfe76640b56,Anthony_Zinni,No relevant section found
d3b23b13da35716bb1eb6a1ff49aa39e,Karl_Zinsmeister,No relevant section found
1ec769aa072bb741cea3956eaabd86b5,Preity_Zinta,No relevant section found
5be105277b6d5bd22de1f7671e6c4571,Barry_Zito,No relevant section found
eb1d64fd2b39af6c963455eb06d11469,Chuck_Zito,No relevant section found
964d40eb530aa7cfe5d3635fac807358,Joseph_Zito,No relevant section found
991766fcfb64501552aac8b176257b0d,Jonathan_Zittrain,No relevant section found
05b7d41d76b52be747eba44f79f6d236,Slavoj_Žižek,No relevant section found
3aeb9319f1a0b4aeda1662196799505f,Adrian_Zmed,No relevant section found
f5f43cd8ffdd34e95e3adbb4d3c06875,Fuzzy_Zoeller,No relevant section found
0b2fdfe6fdb9d519778b9c67566af70f,Robert_Zoellick,No relevant section found
0a1772662f3ee6280d78c03fce8312ca,John_Zogby,No relevant section found
d9242a1d6721dbe787bb8e5f070a5b18,George_Zoley,No relevant section found
85a4bb7067cd43a7a9d369d39a08f931,Rob_Zombie,No relevant section found
2a90a53c9468fa91a5414402a1ec2d5a,Sheri_Moon_Zombie,No relevant section found
7e3e3a57f46deac17ce1ef57d879414e,Ron_Zook,No relevant section found
f578f29b0859f7c69de097ac00fec697,Edward_J._Zore,No relevant section found
34b0cff869fef824d660c875e2244e18,Jim_Zorn,No relevant section found
5a601f74d3d477e643f71b792b16161b,John_Zorn,No relevant section found
811d434ca03ba4731a722e425faba095,Ed_Zschau,No relevant section found
bd81cbed9741da3ab0bb55cdadf67f17,Viktor_Zubkov,No relevant section found
37dca4d2701aafe8d3b77380c6e03e2f,Robert_Zubrin,No relevant section found
d60a7ee10c14abb9ac60cb8df410ece7,David_Zucker,No relevant section found
43d3feecf979f841e37ae75e39ee174f,Jerry_Zucker,No relevant section found
dc019d96c8e26be807e20aaeaa80a8e8,Mark_Zuckerberg,No relevant section found
f37064e0aca74973a3537256dd3833dc,Mort_Zuckerman,No relevant section found
3004f6fcbe25014cb80b2176541ba33c,Jacob_Zuma,No relevant section found
ef9c9e024072fac26b6c6e851202b97c,Klaus_Zumwinkel,No relevant section found
30e7614850dbba2db13ba3bef6600134,Daphne_Zuniga,No relevant section found
48f560e17de8b7d441bbafb18f0554ad,Mark_Zupan,No relevant section found
5bd6b0a5ccd93de0797d1b87e834e965,David_E._Zweifel,No relevant section found
be21e593cbc62d5dc21df6d19d949410,Edward_Zwick,No relevant section found
c0da4ac3a57a5b4375aed06f8f3f53e0,Joel_Zwick,No relevant section found
c5e61aacc3c17a2d495613f62986b948,Terry_Zwigoff,No relevant section found
7efac6aed2ea771a93d770431bb46631,Nicephorus_Callistus_Xanthopoulos,No relevant section found
60bbcc6e4b4e01f7e8f86d49a1a89856,Xenocrates,No relevant section found
bf379c99b030bc2f3350cfd706efd017,Xenophanes,No relevant section found
4719890fed53b6523d06caafb3f37051,Xerxes_the_Great,No relevant section found
6fbd9a37d6194d7e38f662c41a2404a3,Liu_Xiang,No relevant section found
d21da6962bc5b9778ca14cebc579709a,Gao_Xingjian,No relevant section found
1f4fed3e40611d13979661babb95215b,Xuxa,No relevant section found
9fbc6103864cdb9c6c1f97f30040fc3b,Xzibit,No relevant section found
a477395df66067e0c0641ff4fef9da03,Andrew_W.K.,No relevant section found
c2c41864c52ff9f6310e537083725b63,Murray_Waas,breast cancer
43b47fe6afef3f3054dcabeb97429aa6,Andy_Wachowski,No relevant section found
08706cb3d3b2056c1af1eafee7556ee0,Lana_Wachowski,No relevant section found
27a4d9764640d67708d2c2fed8904ec2,Caitlin_Wachs,No relevant section found
e75b9039787200ccf5ce2a8c4a32eb45,Justine_Waddell,No relevant section found
fd59b625fdda3b50a61f6ef1096437ca,David_Waddington,No relevant section found
fa69bb0b514187c78ad6e00d717538d6,Abdoulaye_Wade,No relevant section found
d167f97265ffabdd9777caa562540594,Dwyane_Wade,No relevant section found
a3a3ee30c131bb884cb06ec6a0863252,Virginia_Wade,No relevant section found
a433db001b584379402773d0beb7aec8,Lanny_Wadkins,No relevant section found
44728f7741891428a059682e3d7454c1,Lyle_Waggoner,No relevant section found
28ed56202adde28b092945467def678d,Alex_Wagner,No relevant section found
40cdf832e13473c08adec351659965ae,Ann_L._Wagner,No relevant section found
2346afad341bd7ca21bca6573f778f56,Anthony_Wagner,No relevant section found
166fcf5b69db02898162a257f7641446,G._Harold_Wagner,No relevant section found
5dd001e8afb9db8251f51d0dc03e996f,Jack_Wagner,No relevant section found
f6ff10d0beb8a7d77e54c7cd3dfcbb4b,James_W._Wagner,No relevant section found
4b7edeb9fbb6179dffbf6e9f488c5714,Kristina_Wagner,No relevant section found
dc76b6237d7624c078be70e1373f422a,Lindsay_Wagner,No relevant section found
d82b09cd3ab1551850551632c536efe4,Natasha_Gregson_Wagner,No relevant section found
f4c6025627972d82a0643f1734a5bd2c,Robert_Wagner,No relevant section found
b755dc8dec23fe673c8802eb540cfcc2,Rick_Wagoner,No relevant section found
801e94b107e730b86fe4302c0f07f3f2,Marcelle_Wahba,No relevant section found
e7745ccc9a65d59bb55af0c8dc38b088,Ken_Wahl,No relevant section found
f148538d5af1a587a6b9e0523cb23add,Donnie_Wahlberg,No relevant section found
66c59c9b2d7b6d0dae648c7d1c86b6c1,Mark_Wahlberg,No relevant section found
5392e52f5f16d757d50583a47151da04,Becky_Wahlstrom,No relevant section found
035afde3d559c1c3d3a820f617961f74,John_D._Waihee_III,No relevant section found
9adec2bea50cfa3758dd22cdc1ec5ed9,David_Wain,No relevant section found
fc2eafebf1fd697f6edd031a908ce208,Binyavanga_Wainaina,No relevant section found
ff95e521a2b8e91442b871651d0d1e38,Dale_Wainwright,No relevant section found
5ac32885529c49a57a4e0139952eb958,Loudon_Wainwright_III,No relevant section found
353a6fc54e15dbf0177acb075622bb2d,Rufus_Wainwright,No relevant section found
641e71a4e1c403fc2fc44edc0e9cfca7,Rupert_Wainwright,No relevant section found
cc7e4279c720e1ec39738d81aab11604,John_Waite,No relevant section found
5a6129aa3c0649eaceec62088546ffde,Terry_Waite,No relevant section found
a48ceb387402d19d12d5ad4b1db320a8,Tom_Waits,No relevant section found
41f9e23b3b0bca6f36710f11c2417171,Ted_Waitt,No relevant section found
70d305993ff770157f8d4f4fe4e3f47f,Waka_Flocka_Flame,No relevant section found
4556e47d04a62e7c7960af44ad328406,Andrew_Wakefield,No relevant section found
55fef9640e9b141d5b672452f004d293,Tim_Wakefield,No relevant section found
fe3ef0787008cb2f9e1c35f119983768,John_Wakeham,No relevant section found
2ba6574ad7774a0370532b809bf477f3,Rick_Wakeman,cirrhosis
31b508fb7614734b52d96a4795710637,Diane_Wakoski,No relevant section found
bb89d0fb5a32088fc1876a9882fd9b65,Sam_Waksal,No relevant section found
8688d7c1a453bc359fa8faf99e75c4d9,Walafrid_Strabo,No relevant section found
5dfdc5f3317adf707c90d0e89268cf59,Tim_Walberg,abortion
922c2d69a04b71edaea325370bd7c347,Greg_Walden,No relevant section found
4d351df4f04dad3b568d1d0c678cb729,Robert_Walden,No relevant section found
665333d8bc0996badc7199db76014723,Jimbo_Wales,No relevant section found
9cdbdee98f29781084b3fff36da5e44a,Lech_Walesa,No relevant section found
2af30e3328b31ae867949db2647b9036,Sonya_Walger,No relevant section found
5815b6fc6ab8218e06e01aaaf51154a0,Charles_R._Walgreen,No relevant section found
7ee9167b0707b405aafe00551fe8ae5d,Doug_Walgren,No relevant section found
d97afd32eea04a9897ef7a819f18a422,Christopher_Walken,No relevant section found
aa426a1dac360ebbf3711cbead251da6,Alice_Walker,No relevant section found
1053ed148b892dcd287ea156eb17940c,Ally_Walker,No relevant section found
bb618c6248499cccb414287324436433,David_F._Walker,No relevant section found
9cd4cf78aed3d9e47c8cf7caf2d22033,David_M._Walker,No relevant section found
57f59aca8ca324884b97fd20acbfe33f,Dreama_Walker,No relevant section found
1cf4f6b03b38e2059e6c8a4ec47a461c,Eamonn_Walker,No relevant section found
fdae612ddb31bcd705822d49c9c88eba,Edward_Walker,No relevant section found
9c95973ccbe61cce47ce7686288a3446,Edward_S._Walker,No relevant section found
ed1108ba4b26214fdd951f09b600ab11,George_Herbert_Walker_III,No relevant section found
8a1df388700fbdc045627bcf92224841,Herschel_Walker,dissociative identity disorder
3a09f751355bca4d32c6323ddfda394d,Jimmie_Walker,No relevant section found
538b5a1afe58cb2ca2742c4e724547cb,John_E._Walker,No relevant section found
62e67fece06fde9714183ffa0ff604c9,John_H._Walker,No relevant section found
85cbb40ea566a004c876fe72371a7687,"John_M._Walker,_Jr.",No relevant section found
d1ee229a8bf3fac7d54940162211d525,Mort_Walker,No relevant section found
a6db5041ccfc6b91d1e5135c575cfec2,Paul_Walker,No relevant section found
36077ca2e81b69a94b3ad6abb69f5026,Peter_Walker,No relevant section found
f45a08e358b05540db219eaf8a3c0219,Polly_Walker,No relevant section found
a0e16c4bd1c0d5ebac82553de75e574a,Richard_H._Walker,No relevant section found
0edda5dfe696dc8a6d306175de596574,"Robert_Walker,_Jr.",No relevant section found
d757e4ae01b0a9f2d965d2fb30754b0e,Robert_S._Walker,No relevant section found
b0c59788fe4c1b985edf538c20f1c1a4,Scott_Walker,No relevant section found
099843eff41f286ff43b43bffa820c79,Bob_Walkup,No relevant section found
ede987658f5e8a46c847a87866007cf0,Paul_Warfield,No relevant section found
d9e539ee21dc71f3d8ad478ec90590a6,John_Wall,No relevant section found
cda7c397da227201a86694d5f578d887,Larry_Wall,No relevant section found
da14738f8d3e4e354d4094631bb8aba3,Paul_Wall,No relevant section found
83c4f36a56a4ce94ba8e0ede4bdafe03,Robert_Wall,No relevant section found
830ae839a72e16c390315b8426a53b6e,Billy_Warlock,No relevant section found
16be8e3000a7248c65471322832ee957,Ben_Wallace,No relevant section found
4bf4537d36df1f91fecde5b6ff2c7805,Chris_Wallace,No relevant section found
1ba7e17df3acead065633a2fbb2bfac0,Amelia_Warner,No relevant section found
495ec6358bb539e5bf4d70a329ae2f0e,David_Warner,No relevant section found
ee1f96a58d8494dad1b3f2e768aca754,George_Wallace,No relevant section found
a3579e3190eb34f039e413ca50d7204a,Douglas_A._Warner_III,No relevant section found
408c3ba36f4baf4a854a24d4b6970d82,Julie_Warner,No relevant section found
d84d5972c71a4257c5021e7d9a58bca5,J._Clifford_Wallace,No relevant section found
e0dee968e370782f5c68ca45cece4ce9,Kurt_Warner,No relevant section found
3c60522c83bacf7869ca71d9ca8fdfb4,Malcolm-Jamal_Warner,No relevant section found
b8f98fa09ddfeba24111c1234f9a06c0,"John_E._Wallace,_Jr.",No relevant section found
7450e446251a2ccb70807f2819e23031,Margaret_Warner,No relevant section found
45c512fba6f069ce56ed24597c182337,Mark_Warner,health-care plan
a11262e96e4a7cf40f2366bbe8d9eed5,Michael_Warner,No relevant section found
e11c7c3448b103965733d31113c04271,Nicolle_Wallace,No relevant section found
be164ba8730fc9dce683f9d2216c668e,Jennifer_Warnes,No relevant section found
9716aabc93cce566872a98f6076a5ac4,Randall_Wallace,No relevant section found
2def99b32fe17796ed400b8a272b6e6d,John_Warnock,No relevant section found
8ced4cbe10e9e3c428250d1d85ad1e86,Rasheed_Wallace,No relevant section found
29da97da4d8e2e045f8bf7d7304e736b,Anna_Waronker,No relevant section found
6705bd4febfb8772ed358f4f9224dc96,Elizabeth_Warren,No relevant section found
7e974b7542bc35560475e48bca2eb004,Maynard_Webb,No relevant section found
10efbadfd1a095bec158749a60fa15fe,Roger_Wallace,No relevant section found
a93ba611a639850d91f4615422ec4cd8,Estella_Warren,No relevant section found
7616a81e17992a729becb3ee4f21f402,Spamford_Wallace,No relevant section found
1da156741618c9f289a9969e5e0ec65a,William_Wallace,No relevant section found
f62ec8d3c4a4961dbb47dfd65dc97b92,Robert_Webb,No relevant section found
0f7c030f117f81fc6aea376f03336eec,Dee_Wallace-Stone,No relevant section found
6b534d0ce012de05c26a7f3d414cc58a,Veronica_Webb,No relevant section found
4178590041f924c98b3223acee792f94,Wellington_Webb,No relevant section found
10a798237a722ffa8ff9a5af6d30b38b,J._Robin_Warren,No relevant section found
315cfe55f0a90e2c86cd2d483069149a,Chris_Webber,No relevant section found
b868d3f0ab8978340864b3205a1b4175,Jennifer_Warren,No relevant section found
15a54331d2691d4e63a341ae7835ee22,Mark_Webber,No relevant section found
2bd170db6f31ae209c1dd958e8bf1b4f,Nik_Wallenda,There is no significant health issue mentioned in the text.
ed66b4aa01c2d5d1f6ee1b3d6c083519,Kelcy_Warren,No relevant section found
0e8db25c337b8b32c30576d67651ca27,Kiersten_Warren,No relevant section found
5e6a0797c6bd0b9aa7d207e45d0dc7db,Webbie,No relevant section found
f3372ca065c51ba22571bb96e89e05bf,Anthony_Waller,No relevant section found
796d919f0d197b5f3e2974101abdcd1b,Lesley_Ann_Warren,No relevant section found
fe274f9bf18257201b76d9fa4aa48e5e,Bruce_Weber,No relevant section found
c4c0ef9d0fd3142371d788899457e994,Marc_Warren,No relevant section found
d0fbdb40498bddac17a4994103135997,Michael_Warren,No relevant section found
a053c69dc67e995846bef247b81b31a3,Neil_Clark_Warren,No relevant section found
c5df964b442f7c0650e6ff79a76f8e9b,Eberhard_Weber,No relevant section found
de160ce8371b7a0efd4fe8d54138aa9a,Rick_Warren,No relevant section found
1c86c27655a1f16875dbee945e21536a,"William_L._Waller,_Jr.",No relevant section found
04b264482e8c2deec756fab0d60723c2,Jake_Weber,No relevant section found
86db1e6979609ce01639b267aa2e06b9,Rusty_Warren,No relevant section found
b2b7542356e644e0ed8dfe39e077d690,Jacob_Walles,No relevant section found
995e8210b9d045d457dee977510261e7,Padmasree_Warrior,No relevant section found
b1825a29db5b76c2f2e2778f339f35c1,Steven_Weber,No relevant section found
83383ce39ca0266552376ddfc7254c21,David_Walliams,No relevant section found
573fb42b7034ceb1e132a8ee93fa01a1,Kevin_M._Warsh,No relevant section found
7cf09b5880566e17302366a9bf029ce5,Vin_Weber,No relevant section found
3f5d219f9e936e158a491c80604329f2,Marc_Wallice,No relevant section found
1868de3afe22058a978cfe1f1ec88515,Dionne_Warwick,No relevant section found
760aae6ad22b04d17f073b001991f065,Daniel_A._Webster,No relevant section found
fff05101aaceb8678df1d60fb0f3457a,Peter_J._Wallison,No relevant section found
0bcb927401121f6fd6a35bb65256ed99,Don_Was,No relevant section found
c919e3256330ae0ed64678d04f71fb14,Kanye_West,bipolar disorder
5bceddfd778fb1fa44d6e73cda92e146,Victor_Webster,No relevant section found
5342bcdf4f1007399254cdf9d64ffaa4,Leslie_West,diabetes
5a8df7bebd825b7d1d9d49270356675c,William_Webster,No relevant section found
c861fdbb5ec28e4e2aab0f738d60d14a,Nancy_Walls,No relevant section found
a61d5ee0c1eaf4ac0a046fbf316b9d27,Craig_Washington,No relevant section found
d24a7b07f92087f43e08615b48b5c9a4,Jon_Walmsley,No relevant section found
62093d785e49c8a401b5cff575e8a01c,Denzel_Washington,No relevant section found
5cfaa4a126f5bdd53bdb34bccd3a6377,Natalie_West,No relevant section found
e9f39273e01ee57709250eb7fe2e5747,Robert_Walmsley,No relevant section found
f1c03ee8c4e0c0a661847c0ece7ec7ca,Eric_Wedge,No relevant section found
9856d066bd42b5149261fee71cd3caba,Randy_West,No relevant section found
bfa99fea2a56bd10713c9e3127fe5749,Ann_Wedgeworth,No relevant section found
8048aea8368dee5e60a39c7c73bc086e,Isaiah_Washington,No relevant section found
5904194fea4b7ebd3e1345a78dad0908,Kerry_Washington,No relevant section found
8c42a7e4dae39e06175156ebda7f8f61,Robert_H._Jackson,No relevant section found
7582f683ae5ba91e519a67a49399f6db,Lauren_Weedman,No relevant section found
2727946e0f3731e7175809e3355f2c59,Rosemary_West,No relevant section found
5db817b0c512b3f2b9136245c9db35cc,Ron_Washington,No relevant section found
9a9f3946cd5105fcf28fa00b2e9e0481,Samuel_West,No relevant section found
0f67a8bce2b453831e4f51dd0570523d,Donnie_Walsh,No relevant section found
7c0b298f69be874c69a931f3bf2a850d,Donald_E._Washkewicz,No relevant section found
642d8373cdfd3a886864ee9809e54178,Shane_West,No relevant section found
9d5810264a38ff1692f7d047882b1aaa,Dylan_Walsh,No relevant section found
48efb8fc73476b565b1308c7e7276010,Wendell_P._Weeks,No relevant section found
5aac74320365662cc8c731386b6776d3,Shelly_West,No relevant section found
975d4bc5e5021da18da934ad9c57edc5,Mia_Wasikowska,No relevant section found
487671a2c082b6c233be972ab88ffc5a,Simon_West,No relevant section found
a495f4c4a2176b5210c46e3199a4adf5,Dean_Ween,No relevant section found
b971ed7632fb8ce11db05ad42ae4cfb8,Steven_M._Hilton,No relevant section found
063c955f56cbf4e1cdb188c36a052028,Jim_Walsh,No relevant section found
be3150010acca5234dc1a0cda972ba05,Ted_Wass,No relevant section found
98d5587806623cc950706098b17f1148,Gene_Ween,No relevant section found
f4dc9685b8cdf0dc8177183530340c05,Timothy_West,No relevant section found
c0999e7b60f404131a225cf595e10eca,Joan_Walsh,No relevant section found
5cd09f07c5cad98af43f6e082c2df716,Togo_West,No relevant section found
a231439b94ad79a5e36c72ddfec3c1dc,Joe_Walsh,Asperger syndrome
758f207121155bf75a875dcb9566e622,Brian_Westbrook,No relevant section found
c7d1464b97f5dce0df9b94dbe65be318,Joe_Walsh,Attention deficit hyperactivity disorder
e15c70cd70b0c7bca8a49c4fbf19972e,Haifa_Wehbe,No relevant section found
c32074f696bc6ae19b5fef31b309b99f,John_Walsh,No relevant section found
d4c42fb9f06ab21c4411bb89c0012fcb,Peter_H._Wehner,No relevant section found
fd3f7db20d78bc0168dbd293cda18259,Russell_Westbrook,No relevant section found
8d66e01144ac63f3796e7af07b4db8d8,Kate_Walsh,No relevant section found
538ab002d37c31a22650c57114dbc8ba,Craig_Wasson,No relevant section found
b4953c3138cabbfcb43b667affeb4a04,"Lowell_P._Weicker,_Jr.",No relevant section found
9aa209c42a01ebf653adc17ae7a505c0,Gedde_Watanabe,No relevant section found
0127541d48f2f619367a5c1580217279,Thomas_H._Weidemeyer,No relevant section found
8d9599f865bd8348429b2d1bb716c822,Kerri_Walsh,No relevant section found
293e71494011cbdfc5cc4e450b61c58e,Katsuaki_Watanabe,No relevant section found
2d00de38254772b7fdd922e9efbebaba,Ken_Watanabe,The most significant health issue in the text is stomach cancer.
85569a12740decfd70b9e2e27e0cc807,Lars_Westerberg,No relevant section found
20c1a77e3633ed4e9a9afd91de4ab136,Louis_Walsh,No relevant section found
941902f15f4e1e8ea55b66a94a04dbd0,David_N._Weidman,No relevant section found
d758795707609cc741ed426b3c1e8f9e,Paul_Westerberg,No relevant section found
c0d5bae62e26d9451f059b8b69ed495a,M._Emmet_Walsh,No relevant section found
ff46d17f49f1e15c5898c633cb616937,George_Weigel,No relevant section found
48003c235f3d118e26402fecd4bab65a,Maiara_Walsh,No relevant section found
11397bc134e8b77a03c3d2ba16d7babe,Paul_Walsh,No relevant section found
1b3ae654b3daa51cfae339e726a7dddc,Matthew_Waterhouse,No relevant section found
1616df2ca9d1eedce5e75ca3da1ccaff,Teri_Weigel,No relevant section found
e9c55314c043c8e48a8400a2b36856bf,Faith_Ryan_Whittlesey,No relevant section found
aee28a15875ea5f68f8ce5b5cb7c3a55,Paul_S._Walsh,No relevant section found
d29932665fb758692fe82b04fb2fb7b4,Dennis_Waterman,No relevant section found
eaf969ad4bd3795cea3dee3451c2f5aa,Andrew_Weil,No relevant section found
0fae9290cb898ead4597b77d61e5709e,Cynthia_Weil,No relevant section found
de01929569acf3a5088686b133701d31,Jennifer_Westfeldt,No relevant section found
e0692485b7babb5d7df40d575f330856,Liza_Weil,No relevant section found
c71c31d3ace18eb44b39c318a7951289,Paul_Westhead,No relevant section found
29eeba7abd87936007483296d389ddd9,Alice_Waters,No relevant section found
f00a0b1389a6649cc77f8e86992cd891,Ruth_Westheimer,No relevant section found
dfb90b7f2497a9da213340e12bcea3a1,Johnny_Whitworth,No relevant section found
dfd50f9bc30b2824752b9c19823cbb16,Crystal_Waters,No relevant section found
b64d8e4364b13163de3e214741986593,David_Westin,No relevant section found
b79b0b62b675cb2fbe8d493bb482719e,Kathy_Whitworth,No relevant section found
908b89bdd7fa97270a60becf1a5e8460,John_Waters,No relevant section found
84b8e2b2066364f7ae622b96b9575c99,Mark_Waters,No relevant section found
5adb65164527f090670ba1e859222bef,Sanford_I._Weill,No relevant section found
5a1f32be1202275f42d9ad506e0db8d0,Peter_Westmacott,No relevant section found
1c06719ac1e18cdb04b429356aa65c7d,Maxine_Waters,No relevant section found
2ff3e9706a05320a6debca83f2843f1d,Lynn_Westmoreland,No relevant section found
